playerID,yearID,Age,PA,wOBA,next_year,wOBA2,PA2,w,delta,age_to
barneau01,2022,33.0,212.0,0.3212579787955086,2023.0,0.2142210135375101,200.0,205.82524271844662,-0.1070369652579985,34.0
barneda01,2016,31.0,306.0,0.2880074199850064,2017.0,0.2515920621231782,362.0,331.65269461077844,-0.0364153578618282,32.0
barnhtu01,2015,24.0,274.0,0.2681169345730194,2016.0,0.2940276915565444,420.0,331.64265129682997,0.02591075698352502,25.0
barnhtu01,2016,25.0,420.0,0.2940276915565444,2017.0,0.3093557981813815,423.0,421.49466192170814,0.015328106624837079,26.0
barnhtu01,2017,26.0,423.0,0.3093557981813815,2018.0,0.2981839303853009,522.0,467.31428571428575,-0.011171867796080592,27.0
barnhtu01,2018,27.0,522.0,0.2981839303853009,2019.0,0.2955835142257241,364.0,428.91196388261847,-0.0026004161595767905,28.0
barnhtu01,2021,30.0,388.0,0.2960324648503505,2022.0,0.2297875222078528,308.0,343.40229885057465,-0.0662449426424977,31.0
bartjo01,2024,28.0,282.0,0.358183352327342,2025.0,0.3023739353036715,332.0,304.96416938110747,-0.05580941702367048,29.0
bauerja01,2018,23.0,388.0,0.319468732062485,2019.0,0.2907538818768714,423.0,404.74475955610365,-0.028714850185613594,24.0
bauerja01,2023,28.0,272.0,0.3150893644761717,2024.0,0.3012305126708149,346.0,304.5695792880259,-0.013858851805356787,29.0
bauerja01,2024,29.0,346.0,0.3012305126708149,2025.0,0.3338044963893875,218.0,267.4751773049645,0.03257398371857256,30.0
bautijo02,2015,35.0,666.0,0.4176635338347102,2016.0,0.3675512350767251,517.0,582.1166525781911,-0.05011229875798512,36.0
bautijo02,2016,36.0,517.0,0.3675512350767251,2017.0,0.3019259589510809,686.0,589.6292601828761,-0.06562527612564423,37.0
bautijo02,2017,37.0,686.0,0.3019259589510809,2018.0,0.3339093937133514,399.0,504.54193548387104,0.0319834347622705,38.0
beckhgo01,2015,29.0,237.0,0.2692626749093548,2016.0,0.2861712928066188,279.0,256.2906976744186,0.016908617897264,30.0
beckhti01,2015,25.0,223.0,0.3210225307116744,2016.0,0.3240355571213733,215.0,218.92694063926942,0.00301302640969886,26.0
beckhti01,2016,26.0,215.0,0.3240355571213733,2017.0,0.3336476404998281,575.0,312.9746835443038,0.009612083378454817,27.0
beckhti01,2017,27.0,575.0,0.3336476404998281,2018.0,0.2903103137697841,402.0,473.1832139201638,-0.04333732673004398,28.0
beckhti01,2018,28.0,402.0,0.2903103137697841,2019.0,0.3338853449650886,328.0,361.24931506849316,0.04357503119530448,29.0
bellico01,2017,22.0,548.0,0.4143532096202559,2018.0,0.3551576186335779,632.0,587.0101694915254,-0.05919559098667798,23.0
bellico01,2018,23.0,632.0,0.3551576186335779,2019.0,0.4393714821351837,660.0,645.6965944272446,0.08421386350160576,24.0
bellico01,2019,24.0,660.0,0.4393714821351837,2020.0,0.3457841555807669,243.0,355.21594684385377,-0.09358732655441676,25.0
bellico01,2020,25.0,243.0,0.3457841555807669,2021.0,0.240394127538871,350.0,286.84654300168637,-0.10539002804189593,26.0
bellico01,2021,26.0,350.0,0.240394127538871,2022.0,0.2961160045682032,550.0,427.77777777777777,0.055721877029332206,27.0
bellico01,2022,27.0,550.0,0.2961160045682032,2023.0,0.3771039086837122,556.0,552.9837251356239,0.08098790411550899,28.0
bellico01,2023,28.0,556.0,0.3771039086837122,2024.0,0.3201367251201713,569.0,562.4248888888889,-0.05696718356354091,29.0
bellico01,2024,29.0,569.0,0.3201367251201713,2025.0,0.3538796658682486,656.0,609.410612244898,0.03374294074807732,30.0
belljo02,2017,25.0,620.0,0.3473790236539718,2018.0,0.329200243045999,583.0,600.9310058187864,-0.01817878060797279,26.0
belljo02,2018,26.0,583.0,0.329200243045999,2019.0,0.4027675658564104,613.0,597.623745819398,0.0735673228104114,27.0
belljo02,2019,27.0,613.0,0.4027675658564104,2020.0,0.2800536146856868,223.0,327.0311004784689,-0.12271395117072359,28.0
belljo02,2020,28.0,223.0,0.2800536146856868,2021.0,0.3591516415899398,568.0,320.26295828065736,0.079098026904253,29.0
belljo02,2021,29.0,568.0,0.3591516415899398,2022.0,0.3395835850516155,644.0,603.6171617161717,-0.019568056538324274,30.0
belljo02,2022,30.0,644.0,0.3395835850516155,2023.0,0.3235218235207378,615.0,629.166004765687,-0.01606176153087774,31.0
belljo02,2023,31.0,615.0,0.3235218235207378,2024.0,0.3168369748958105,598.0,606.3808738664469,-0.006684848624927298,32.0
belljo02,2024,32.0,598.0,0.3168369748958105,2025.0,0.3290758182995871,533.0,563.632183908046,0.012238843403776622,33.0
beltbr01,2015,27.0,556.0,0.3696008318099263,2016.0,0.3791154328972811,655.0,601.4533443435178,0.009514601087354801,28.0
beltbr01,2016,28.0,655.0,0.3791154328972811,2017.0,0.3664159986109795,451.0,534.1862567811935,-0.012699434286301603,29.0
beltbr01,2017,29.0,451.0,0.3664159986109795,2018.0,0.3282121592195166,456.0,453.4862183020948,-0.038203839391462935,30.0
beltbr01,2018,30.0,456.0,0.3282121592195166,2019.0,0.3167299380136369,616.0,524.0597014925373,-0.011482221205879661,31.0
beltbr01,2021,33.0,381.0,0.4387030439902316,2022.0,0.3051425048728641,298.0,334.42709867452135,-0.13356053911736748,34.0
beltbr01,2022,34.0,298.0,0.3051425048728641,2023.0,0.3815516935289927,404.0,342.997150997151,0.07640918865612861,35.0
beltrad01,2015,36.0,619.0,0.3397631198815893,2016.0,0.3842751406111024,640.0,629.3248610007943,0.0445120207295131,37.0
beltrad01,2016,37.0,640.0,0.3842751406111024,2017.0,0.391677136506099,389.0,483.88726919339166,0.007401995894996571,38.0
beltrad01,2017,38.0,389.0,0.391677136506099,2018.0,0.328606051684472,481.0,430.1356321839081,-0.06307108482162699,39.0
beltrca01,2015,38.0,531.0,0.3583442345302979,2016.0,0.3713707879612692,593.0,560.2900355871886,0.01302655343097131,39.0
beltrca01,2016,39.0,593.0,0.3713707879612692,2017.0,0.2884143328821223,509.0,547.7985480943739,-0.0829564550791469,40.0
beninan01,2017,23.0,658.0,0.3274075446387747,2018.0,0.3554686148545705,661.0,659.4965883244882,0.02806107021579579,24.0
beninan01,2018,24.0,661.0,0.3554686148545705,2019.0,0.3263330842190861,615.0,637.1708463949843,-0.029135530635484408,25.0
